Module,Cluster,PValue,HL_Shift
Autophagy_AMPK,CD16+ NCM,0.5281595358465188,0.009414072253892777
Autophagy_AMPK,CD4+ Activated,0.8055831406308088,-0.0016655948736249266
Autophagy_AMPK,CD4+ naïve,0.03226160340859319,-0.013507670973054527
Autophagy_AMPK,CD4+ Tfh,0.4478426759876337,0.013437022968037561
Autophagy_AMPK,CD4+ Treg,0.5724055344522047,-0.006917629516651903
Autophagy_AMPK,CD8+ EM,0.41109638866471615,0.005757425624999177
Autophagy_AMPK,CD8+ TCM,0.7626793078306714,0.0016184164557730243
Autophagy_AMPK,CD8+ TEMRA,0.058392377624411414,0.015217760393573494
Autophagy_AMPK,cDC2,0.7510563794992663,0.005243262534674631
Autophagy_AMPK,DC-like APCs,0.9384719381596747,-6.419469039947061e-4
Autophagy_AMPK,dnT,0.4607218953293609,0.004734278597676731
Autophagy_AMPK,GC-like B,0.8275129281285619,-0.006323888213277906
Autophagy_AMPK,Intermediate B,0.3404544343713215,-0.015047648513097839
Autophagy_AMPK,Memory B,0.24228934069466318,0.014666649071778549
Autophagy_AMPK,moDC,0.7131854917051115,0.002486629959011628
Autophagy_AMPK,moDC precursor,0.16386422009556526,-0.023627394082267935
Autophagy_AMPK,Naïve B,0.14461261791186064,-0.0202812877478531
Autophagy_AMPK,NK Cytotoxic,0.10803540163672465,-0.011891568682251661
Autophagy_AMPK,NKCD56bright,0.9617448879379903,-9.84647955598342e-4
